Crypto,Label,Date,Closing_Price,Volume,Marketcap
Bitcoin,BTC,2019-09-24,8620.56642733,25002886688.9271,154785821876.078
Bitcoin,BTC,2019-09-25,8486.99297206,21744728352.6112,152404005090.737
Bitcoin,BTC,2019-09-26,8118.96756783,19258205289.3518,145812492487.865
Bitcoin,BTC,2019-09-27,8251.84555744,16408941155.5063,148212635834.013
Bitcoin,BTC,2019-09-28,8245.91515478,14141152736.1915,148122503615.689
Bitcoin,BTC,2019-09-29,8104.18567564,13034629108.5014,145590374680.607
Bitcoin,BTC,2019-09-30,8293.86774062,17115474183.4674,149011567415.156
Bitcoin,BTC,2019-10-01,8343.2766814,15305343412.8303,149913972767.969
Bitcoin,BTC,2019-10-02,8393.04164486,13125712442.6871,150823797662.299
Bitcoin,BTC,2019-10-03,8259.99197863,13668823409.3658,148448162840.339
Bitcoin,BTC,2019-10-04,8205.93924121,13139456229.4067,147491804056.45
Bitcoin,BTC,2019-10-05,8151.50052921,12200497197.2163,146529229668.44
Bitcoin,BTC,2019-10-06,7988.15595888,13160830305.1899,143607672862.462
Bitcoin,BTC,2019-10-07,8245.622933,18009742607.4426,148252589805.02
Bitcoin,BTC,2019-10-08,8228.7831528,15592264032.1241,147966069981.652
Bitcoin,BTC,2019-10-09,8595.73981722,19384942333.2248,154579656110.395
Bitcoin,BTC,2019-10-10,8586.47342543,17618660671.4154,154430515160.222
Bitcoin,BTC,2019-10-11,8321.75671178,19604381101.2277,149685618275.045
Bitcoin,BTC,2019-10-12,8336.55527417,14532641604.5306,149965767624.062
Bitcoin,BTC,2019-10-13,8321.00574668,13808286058.975,149700817938.865
Bitcoin,BTC,2019-10-14,8374.6864467,15151387859.0232,150680499056.444
Bitcoin,BTC,2019-10-15,8205.36931588,15220412631.575,147650082214.972
Bitcoin,BTC,2019-10-16,8047.52686305,16071646995.521,144823993562.285
Bitcoin,BTC,2019-10-17,8103.91137325,14313052244.0844,145853994297.969
Bitcoin,BTC,2019-10-18,7973.20744597,15651592610.2237,143517630375.763
Bitcoin,BTC,2019-10-19,7988.56044241,13797825640.2423,143808163806.88
Bitcoin,BTC,2019-10-20,8222.07826034,15504249442.1065,148026597063.944
Bitcoin,BTC,2019-10-21,8243.72113905,15868748865.705,148432733155.222
Bitcoin,BTC,2019-10-22,8078.20332194,16803377856.538,145469660005.416
Bitcoin,BTC,2019-10-23,7514.67201276,21942878957.5397,135337364281.804
Bitcoin,BTC,2019-10-24,7493.48873154,16268708848.7612,134968410276.478
Bitcoin,BTC,2019-10-25,8660.70063696,28705065488.2505,156006603607.064
Bitcoin,BTC,2019-10-26,9244.97220867,44496255608.7526,166547360781.636
Bitcoin,BTC,2019-10-27,9551.7149631,32593129500.7442,172087039875.447
Bitcoin,BTC,2019-10-28,9256.14838876,30948255331.8234,166777392742.458
Bitcoin,BTC,2019-10-29,9427.68758384,28426779937.4131,169883866262.332
Bitcoin,BTC,2019-10-30,9205.72655905,27706531577.461,165899500650.49
Bitcoin,BTC,2019-10-31,9199.58483269,26583653946.6317,165804227834.59
Bitcoin,BTC,2019-11-01,9261.104352,24324691031.33,166928044163.92
Bitcoin,BTC,2019-11-02,9324.71776331,21242676385.3271,168090392934.699
Bitcoin,BTC,2019-11-03,9235.35487947,21132220847.4905,166495319475.216
Bitcoin,BTC,2019-11-04,9412.61187106,26170255634.422,169706332936.354
Bitcoin,BTC,2019-11-05,9342.52717939,26198609047.8397,168459778835.171
Bitcoin,BTC,2019-11-06,9360.87991187,23133895764.6078,168806151582.738
Bitcoin,BTC,2019-11-07,9267.56114253,22700383838.5234,167138722904.034
Bitcoin,BTC,2019-11-08,8804.88071936,24333037836.1548,158808570728.683
Bitcoin,BTC,2019-11-09,8813.58248677,17578630605.9219,158981489715.407
Bitcoin,BTC,2019-11-10,9055.52605732,20587919881.0251,163364406731.87
Bitcoin,BTC,2019-11-11,8757.78854226,20265510765.3146,158009772437.163
Bitcoin,BTC,2019-11-12,8815.66253925,20309769107.2552,159068712900.41
Bitcoin,BTC,2019-11-13,8808.2625823,17545755404.6043,158949942842.024
Bitcoin,BTC,2019-11-14,8708.09509517,19084739974.5708,157160974643.863
Bitcoin,BTC,2019-11-15,8491.99201234,21796856471.0897,153277483625.533
Bitcoin,BTC,2019-11-16,8550.76055694,16495389808.4135,154354054193.602
Bitcoin,BTC,2019-11-17,8577.9757816,18668638896.6252,154861842424.932
Bitcoin,BTC,2019-11-18,8309.28598342,21579470673.406,150025712267.127
Bitcoin,BTC,2019-11-19,8206.14591807,21083613815.9481,148178376842.59
Bitcoin,BTC,2019-11-20,8027.26824331,20764300436.8365,144962727397.799
Bitcoin,BTC,2019-11-21,7642.74994484,22514243371.4685,138031885378.783
Bitcoin,BTC,2019-11-22,7296.57756843,34242315784.8124,131791783672.11
Bitcoin,BTC,2019-11-23,7397.7968154,21008924417.7026,133636205957.351
Bitcoin,BTC,2019-11-24,7047.91688176,30433517289.4688,127327398565.035
Bitcoin,BTC,2019-11-25,7146.13390214,42685231261.741,129112952930.262
Bitcoin,BTC,2019-11-26,7218.37133433,21129505542.4938,130429018719.748
Bitcoin,BTC,2019-11-27,7531.6636446,23991412764.1441,136102712894.028
Bitcoin,BTC,2019-11-28,7463.1061283,19050116751.2687,134879411013.193
Bitcoin,BTC,2019-11-29,7761.24360172,19709695455.776,140280108520.941
Bitcoin,BTC,2019-11-30,7569.63012202,17158194786.41,136829391048.646
Bitcoin,BTC,2019-12-01,7424.29226516,18720708479.3486,134215145409.923
Bitcoin,BTC,2019-12-02,7321.98811242,17082040705.7805,132378982376.714
Bitcoin,BTC,2019-12-03,7320.1454684,14797485769.0999,132359942301.421
Bitcoin,BTC,2019-12-04,7252.03458617,21664240918.4506,131143073943.328
Bitcoin,BTC,2019-12-05,7448.30752084,18816085231.2983,134706455047.842
Bitcoin,BTC,2019-12-06,7546.99669772,18104466306.7688,136504883934.631
Bitcoin,BTC,2019-12-07,7556.23803387,15453520564.0591,136686769529.039
Bitcoin,BTC,2019-12-08,7564.3454032,15409908086.2037,136847419895.976
Bitcoin,BTC,2019-12-09,7400.89935576,17872021272.3945,133904005787.106
Bitcoin,BTC,2019-12-10,7278.1197833,18249031194.8933,131696121854.857
Bitcoin,BTC,2019-12-11,7217.4271152,16350490689.2812,130609895527.986
Bitcoin,BTC,2019-12-12,7243.13436273,18927080224.0183,131087151088.483
Bitcoin,BTC,2019-12-13,7269.68455922,17125736940.1692,131581377758.097
Bitcoin,BTC,2019-12-14,7124.67396997,17137029729.9478,128970221233.088
Bitcoin,BTC,2019-12-15,7152.30184412,16881129804.3008,129481424647.556
Bitcoin,BTC,2019-12-16,6932.48038982,20213265949.6212,125515586951.621
Bitcoin,BTC,2019-12-17,6640.51524608,22363804217.3446,120234244808.994
Bitcoin,BTC,2019-12-18,7276.80277047,31836522778.202,131754969804.179
Bitcoin,BTC,2019-12-19,7202.84436364,25904604415.96,130445758712.962
Bitcoin,BTC,2019-12-20,7218.81638679,22633815180.0537,130752796980.24
Bitcoin,BTC,2019-12-21,7191.15846913,19312552168.1143,130267655889.328
Bitcoin,BTC,2019-12-22,7511.58904232,23134537956.153,136088022048.89
Bitcoin,BTC,2019-12-23,7355.62826671,27831788041.2053,133275709110.985
Bitcoin,BTC,2019-12-24,7322.5324589,22991622105.4083,132687583294.875
Bitcoin,BTC,2019-12-25,7275.15572845,21559505148.8096,131840641291.733
Bitcoin,BTC,2019-12-26,7238.96702501,22787010034.3503,131200030099.764
Bitcoin,BTC,2019-12-27,7290.08851803,22777360995.5688,132139502950.022
Bitcoin,BTC,2019-12-28,7317.99003408,21365673026.1211,132659059739.795
Bitcoin,BTC,2019-12-29,7422.65258898,22445257701.742,134570835775.06
Bitcoin,BTC,2019-12-30,7292.99507783,22874131671.9859,132235128152.198
Bitcoin,BTC,2019-12-31,7193.59897843,21167946112.2959,130446112598.42
Bitcoin,BTC,2020-01-01,7200.17439274,18565664996.7884,130580829149.587
Bitcoin,BTC,2020-01-02,6985.47000061,20802083465.3292,126699395235.204
Bitcoin,BTC,2020-01-03,7344.88418341,28111481031.9377,133233444755.489
Bitcoin,BTC,2020-01-04,7410.65656642,18444271274.7607,134442464030.264
Bitcoin,BTC,2020-01-05,7411.31732676,19725074094.5446,134469548249.076
Bitcoin,BTC,2020-01-06,7769.21903905,23276261598.2482,140976457303.71
Bitcoin,BTC,2020-01-07,8163.69223944,28767291326.9703,148152237653.685
Bitcoin,BTC,2020-01-08,8079.86277673,31672559264.5185,146645162431.476
Bitcoin,BTC,2020-01-09,7879.07152428,24045990465.6494,143016572819.392
Bitcoin,BTC,2020-01-10,8166.55414039,28714583843.7846,148249907276.742
Bitcoin,BTC,2020-01-11,8037.53738872,25521165085.3714,145924199942.312
Bitcoin,BTC,2020-01-12,8192.49400532,22903438381.3875,148752956965.746
Bitcoin,BTC,2020-01-13,8144.19451744,22482910687.9031,147890525972.527
Bitcoin,BTC,2020-01-14,8827.76442606,44841784107.1774,160319484882.901
Bitcoin,BTC,2020-01-15,8807.01027532,40102834649.9655,159959191211.678
Bitcoin,BTC,2020-01-16,8723.78576573,31313981930.8235,158465055984.185
Bitcoin,BTC,2020-01-17,8929.0376776,36372139320.4446,162211148777.656
Bitcoin,BTC,2020-01-18,8942.80890321,32337772626.799,162475965880.12
Bitcoin,BTC,2020-01-19,8706.24512993,34217320471.3994,158194319734.796
Bitcoin,BTC,2020-01-20,8657.64293942,26422375678.0529,157327553259.434
Bitcoin,BTC,2020-01-21,8745.89478833,24097418512.0058,158947996833.847
Bitcoin,BTC,2020-01-22,8680.87604222,22600204050.5816,157783273070.101
Bitcoin,BTC,2020-01-23,8406.5160678,25770680778.6907,152813329632.858
Bitcoin,BTC,2020-01-24,8445.43428152,24397913025.6774,153536829768.103
Bitcoin,BTC,2020-01-25,8367.84777344,19647331548.6757,152143262649.888
Bitcoin,BTC,2020-01-26,8596.82983316,22177678795.56,156322174637.231
Bitcoin,BTC,2020-01-27,8909.81917753,28647338393.165,162027957434.616
Bitcoin,BTC,2020-01-28,9358.59031703,34398744402.6914,170205617954.856
Bitcoin,BTC,2020-01-29,9316.62950445,30682598115.464,169460984603.208
Bitcoin,BTC,2020-01-30,9508.9935947,32378792850.8777,172978577930.867
Bitcoin,BTC,2020-01-31,9350.52936518,29432489719.1331,170112778161.315
Bitcoin,BTC,2020-02-01,9392.87536841,25922656496.1848,170900662180.114
Bitcoin,BTC,2020-02-02,9344.36529292,30835736946.1066,170034976661.751
Bitcoin,BTC,2020-02-03,9293.52108908,30934096508.7388,169126861033.712
Bitcoin,BTC,2020-02-04,9180.9629665,29893183716.0878,167093636161.856
Bitcoin,BTC,2020-02-05,9613.42428895,35222060874.4553,174983423932.952
Bitcoin,BTC,2020-02-06,9729.80223149,37628823715.5135,177118274393.946
Bitcoin,BTC,2020-02-07,9795.94377253,34522718159.4693,178339437206.337
Bitcoin,BTC,2020-02-08,9865.11946905,35172043761.8284,179615828322.347
Bitcoin,BTC,2020-02-09,10116.673759,35807884663.4158,184214765394.475
Bitcoin,BTC,2020-02-10,9856.61149362,39386548074.7018,179494809265.716
Bitcoin,BTC,2020-02-11,10208.2362609,37648059388.6878,185917114988.663
Bitcoin,BTC,2020-02-12,10326.0545246,43444303830.2328,188081204385.987
Bitcoin,BTC,2020-02-13,10214.3794638,49356071372.9288,186065003525.648
Bitcoin,BTC,2020-02-14,10312.1160909,43338264161.5617,187862645448.777
Bitcoin,BTC,2020-02-15,9889.42462838,43865054831.0045,180179996218.634
Bitcoin,BTC,2020-02-16,9934.43339025,43374780305.4408,181017665264.459
Bitcoin,BTC,2020-02-17,9690.14261814,45998298412.6028,176585280987.035
Bitcoin,BTC,2020-02-18,10141.9963705,47271023953.4278,184838512656.137
Bitcoin,BTC,2020-02-19,9633.38688518,46992019709.9208,175585931679.441
Bitcoin,BTC,2020-02-20,9608.47590343,44925260236.831,175147142158.083
Bitcoin,BTC,2020-02-21,9686.44119763,40930547512.6559,176587087363.478
Bitcoin,BTC,2020-02-22,9663.18182933,35838025154.2608,176180696547.801
Bitcoin,BTC,2020-02-23,9924.51522822,41185185761.491,180963233539.785
Bitcoin,BTC,2020-02-24,9650.17480677,45080496648.3463,175977808525.913
Bitcoin,BTC,2020-02-25,9341.70516876,42515259129.2118,170369581557.89
Bitcoin,BTC,2020-02-26,8820.52220005,50420050761.9225,160879489024.207
Bitcoin,BTC,2020-02-27,8784.49384867,45470195695.0864,160238496932.208
Bitcoin,BTC,2020-02-28,8672.45534996,44605450442.7398,158211707018.784
Bitcoin,BTC,2020-02-29,8599.50861972,35792392544.0102,156895988083.74
Bitcoin,BTC,2020-03-01,8562.45405008,35349164300.1413,156238987739.907
Bitcoin,BTC,2020-03-02,8869.67031078,42857674408.8765,161861167745.164
Bitcoin,BTC,2020-03-03,8787.78645576,42386715820.5577,160383579416.238
Bitcoin,BTC,2020-03-04,8755.24589461,34746706368.1467,159807857328.088
Bitcoin,BTC,2020-03-05,9078.76279174,39698054597.4259,165731679917.865
Bitcoin,BTC,2020-03-06,9122.54557333,40826885650.9438,166548261959.532
Bitcoin,BTC,2020-03-07,8909.9536515,36216930369.6665,162684945902.611
Bitcoin,BTC,2020-03-08,8108.11629101,39973102120.5682,148060284561.061
Bitcoin,BTC,2020-03-09,7923.6447033,46936995808.1849,144706353758.487
Bitcoin,BTC,2020-03-10,7909.72939346,42213940993.6104,144465567734.489
Bitcoin,BTC,2020-03-11,7911.43012933,38682762604.6366,144508402670.563
Bitcoin,BTC,2020-03-12,4970.78790105,53980357243.0501,90804613600.616
Bitcoin,BTC,2020-03-13,5563.70689169,74156772074.9603,101644613038.335
Bitcoin,BTC,2020-03-14,5200.36626392,36154506007.5848,95014981943.9861
Bitcoin,BTC,2020-03-15,5392.31488002,33997889638.762,98530059889.968
Bitcoin,BTC,2020-03-16,5014.47997748,45368026429.6205,91633478850.4746
Bitcoin,BTC,2020-03-17,5225.62919259,38622642935.2466,95499941183.34
Bitcoin,BTC,2020-03-18,5238.43857664,37878801016.3368,95740715528.8542
Bitcoin,BTC,2020-03-19,6191.19295222,51000731797.4328,113162079955.697
Bitcoin,BTC,2020-03-20,6198.77820508,54442976102.5119,113309245860.002
Bitcoin,BTC,2020-03-21,6185.06651501,42494390879.6104,113068192795.056
Bitcoin,BTC,2020-03-22,5830.25479765,40099664740.0619,106591196068.926
Bitcoin,BTC,2020-03-23,6416.31475839,46491915999.7158,117314776187.32
Bitcoin,BTC,2020-03-24,6734.80378045,48221910672.248,123148917787.229
Bitcoin,BTC,2020-03-25,6681.06312656,44590107887.9421,122174009142.91
Bitcoin,BTC,2020-03-26,6716.44054866,35319797641.53,122834375215.51
Bitcoin,BTC,2020-03-27,6469.79813509,34585598366.5512,118336082172.395
Bitcoin,BTC,2020-03-28,6242.1938684,34885225901.0064,114183689640.72
Bitcoin,BTC,2020-03-29,5922.0431227,28373690930.5441,108338520155.504
Bitcoin,BTC,2020-03-30,6429.84193389,37101651525.2979,117640143688.458
Bitcoin,BTC,2020-03-31,6438.64476637,32786468812.0812,117814077266.537
Bitcoin,BTC,2020-04-01,6606.77626829,40346426265.7324,120903014693.267
Bitcoin,BTC,2020-04-02,6793.62459642,47660646124.4133,124335130640.41
Bitcoin,BTC,2020-04-03,6733.3873906,38976504902.968,123244051099.793
Bitcoin,BTC,2020-04-04,6867.52731596,33185988583.8042,125712834529.574
Bitcoin,BTC,2020-04-05,6791.12944093,29510409856.1053,124328853511.615
Bitcoin,BTC,2020-04-06,7271.7811527,46896904614.9285,133140400947.86
Bitcoin,BTC,2020-04-07,7176.41450049,44243482667.8499,131409299432.46
Bitcoin,BTC,2020-04-08,7334.09845346,37563249548.9382,134309895035.597
Bitcoin,BTC,2020-04-09,7302.0895105,34815139177.5936,133737857009.882
Bitcoin,BTC,2020-04-10,6865.49337195,43622840991.71,125755496117.263
Bitcoin,BTC,2020-04-11,6859.08296343,31222085946.2734,125651623116.07
Bitcoin,BTC,2020-04-12,6971.09159108,35759567632.2851,127716846208.307
Bitcoin,BTC,2020-04-13,6845.03769683,38619308647.4394,125422221237.296
Bitcoin,BTC,2020-04-14,6842.42786097,34110434051.8629,125388687977.151
Bitcoin,BTC,2020-04-15,6642.10989286,32288311030.7598,121731940639.413
Bitcoin,BTC,2020-04-16,7116.80421777,46783242376.7001,130445413270.0
Bitcoin,BTC,2020-04-17,7096.18465879,32513423567.4314,130078472088.331
Bitcoin,BTC,2020-04-18,7257.66485847,32447188385.9262,133053136875.737
Bitcoin,BTC,2020-04-19,7189.42482356,31311210215.3203,131815853850.003
Bitcoin,BTC,2020-04-20,6881.95869275,37747113935.8454,126192239912.382
Bitcoin,BTC,2020-04-21,6880.32347375,32589741510.7266,126175238603.42
Bitcoin,BTC,2020-04-22,7117.20747869,33249153865.7605,130530916076.973
Bitcoin,BTC,2020-04-23,7429.72464927,43500782316.0712,136275638030.678
Bitcoin,BTC,2020-04-24,7550.90102725,34636526285.7972,138512029491.143
Bitcoin,BTC,2020-04-25,7569.93603405,32941541446.9347,138874072264.263
Bitcoin,BTC,2020-04-26,7679.86720422,33070154490.749,140903867572.585
Bitcoin,BTC,2020-04-27,7795.60083451,36162144724.7077,143040988589.571
Bitcoin,BTC,2020-04-28,7807.05845106,33187959920.9249,143266252261.336
Bitcoin,BTC,2020-04-29,8801.03776688,60201052202.5403,161522471384.783
Bitcoin,BTC,2020-04-30,8658.55417975,66964629541.3087,158922133909.094
Bitcoin,BTC,2020-05-01,8864.76680793,44068389996.9374,162722652380.246
Bitcoin,BTC,2020-05-02,8988.5962069,40134388683.2271,165012307599.614
Bitcoin,BTC,2020-05-03,8897.46850985,47101785174.2562,163358189150.984
Bitcoin,BTC,2020-05-04,8912.65460539,45718796275.5495,163654493632.392
Bitcoin,BTC,2020-05-05,9003.07017834,43148462663.1671,165332488791.878
Bitcoin,BTC,2020-05-06,9268.76208066,49371886931.4799,170229620935.298
Bitcoin,BTC,2020-05-07,9951.5187451,61112700562.079,182787376636.504
Bitcoin,BTC,2020-05-08,9842.66636785,51780748041.9506,180804859844.221
Bitcoin,BTC,2020-05-09,9593.89673363,46566121841.1111,176251395672.863
Bitcoin,BTC,2020-05-10,8756.43114193,63325279336.9553,160884755210.801
Bitcoin,BTC,2020-05-11,8601.79620238,57119858801.9446,158059235275.589
Bitcoin,BTC,2020-05-12,8804.47781074,42142717533.1676,161791577300.916
Bitcoin,BTC,2020-05-13,9269.98770576,45558144023.0156,170352710071.21
Bitcoin,BTC,2020-05-14,9733.72147137,56426907637.2912,178881641547.089
Bitcoin,BTC,2020-05-15,9328.19722645,48158802327.3442,171436341789.485
Bitcoin,BTC,2020-05-16,9377.0140257,36164766407.6309,172340956578.561
Bitcoin,BTC,2020-05-17,9670.73937122,40084250662.9587,177745404470.085
Bitcoin,BTC,2020-05-18,9726.5748149,41827139895.6194,178779483463.616
Bitcoin,BTC,2020-05-19,9729.0379192,39254288954.9774,178831635026.347
Bitcoin,BTC,2020-05-20,9522.98115678,36546239702.5477,175050963474.872
Bitcoin,BTC,2020-05-21,9081.76202252,39326160532.4299,166947987863.53
Bitcoin,BTC,2020-05-22,9182.57751787,29810773699.2271,168807619957.283
Bitcoin,BTC,2020-05-23,9209.28742769,27727866811.6695,169305492439.588
Bitcoin,BTC,2020-05-24,8790.36800074,32518803299.5833,161610414642.629
Bitcoin,BTC,2020-05-25,8906.93476142,31288157264.1934,163760453116.409
Bitcoin,BTC,2020-05-26,8835.05306073,29584186947.0227,162445535235.104
Bitcoin,BTC,2020-05-27,9181.01794762,32740536902.3266,168814700531.386
Bitcoin,BTC,2020-05-28,9525.7510947,34367073114.464,175161235290.292
Bitcoin,BTC,2020-05-29,9439.12439045,32896642044.2639,173575756364.005
Bitcoin,BTC,2020-05-30,9700.41407169,32722975141.2035,178390129757.676
Bitcoin,BTC,2020-05-31,9461.05891806,27773290298.5099,173997151929.677
Bitcoin,BTC,2020-06-01,10167.2681012,35198901068.3888,186993405740.449
Bitcoin,BTC,2020-06-02,9529.80414872,39137252108.6748,175277218229.261
Bitcoin,BTC,2020-06-03,9656.71776526,25007459262.1552,177619631125.589
Bitcoin,BTC,2020-06-04,9800.63659532,25921805071.9826,180276153545.029
Bitcoin,BTC,2020-06-05,9665.53278908,23509628646.2021,177801825144.882
Bitcoin,BTC,2020-06-06,9653.67926335,20438419222.3341,177595657884.165
Bitcoin,BTC,2020-06-07,9758.8524174,25015250845.6586,179540253701.404
Bitcoin,BTC,2020-06-08,9771.48948366,21486346311.9064,179782576533.652
Bitcoin,BTC,2020-06-09,9795.70019463,23717842782.9821,180237817527.031
Bitcoin,BTC,2020-06-10,9870.09445278,25706567600.5701,181616765438.402
Bitcoin,BTC,2020-06-11,9321.78129819,30247143440.179,171538133043.473
Bitcoin,BTC,2020-06-12,9480.84378943,22610564515.3124,174474896921.532
Bitcoin,BTC,2020-06-13,9475.27733834,17564322315.198,174381819725.142
Bitcoin,BTC,2020-06-14,9386.78789214,18991732745.507,172763239787.199
Bitcoin,BTC,2020-06-15,9450.70198692,26699704768.4568,173947607771.726
Bitcoin,BTC,2020-06-16,9538.0243743,21565537208.8567,175563963385.476
Bitcoin,BTC,2020-06-17,9480.25536624,20177709879.1518,174508805561.132
Bitcoin,BTC,2020-06-18,9411.84046197,17770083002.7017,173256688664.117
Bitcoin,BTC,2020-06-19,9288.01871603,19632223107.3844,170985625732.412
Bitcoin,BTC,2020-06-20,9332.340762,17130541557.3081,171809438650.585
Bitcoin,BTC,2020-06-21,9303.62971409,15324301168.8293,171289415078.632
Bitcoin,BTC,2020-06-22,9648.71760979,21104009513.9664,177651397436.609
Bitcoin,BTC,2020-06-23,9629.65836578,17006433272.0405,177310052079.171
Bitcoin,BTC,2020-06-24,9313.61034868,18961716075.6046,171498781279.927
Bitcoin,BTC,2020-06-25,9264.81304308,18616048626.1063,170608289503.753
Bitcoin,BTC,2020-06-26,9162.91760386,18341465836.5998,168741367621.97
Bitcoin,BTC,2020-06-27,9045.39095672,17273093144.4037,166584831506.245
Bitcoin,BTC,2020-06-28,9143.58219104,14560870760.2209,168401806136.911
Bitcoin,BTC,2020-06-29,9190.85446467,16460547078.0368,169280659245.843
Bitcoin,BTC,2020-06-30,9137.99340026,15735797743.9923,168315606321.29
Bitcoin,BTC,2020-07-01,9228.32559024,15971550355.2327,169988756578.038
Bitcoin,BTC,2020-07-02,9123.41015432,16338916796.0184,168065586386.744
Bitcoin,BTC,2020-07-03,9087.30391103,13078970998.6402,167409720387.961
Bitcoin,BTC,2020-07-04,9132.48795051,12290528515.106,168251076677.956
Bitcoin,BTC,2020-07-05,9073.94286936,12903406143.3498,167181726153.665
Bitcoin,BTC,2020-07-06,9375.47475925,17889263251.9634,172746103840.155
Bitcoin,BTC,2020-07-07,9252.27750386,13839652594.6508,170485472276.313
Bitcoin,BTC,2020-07-08,9428.3330848,19702359882.8975,173738543115.206
Bitcoin,BTC,2020-07-09,9277.96790642,18000702524.1277,170977231637.687
Bitcoin,BTC,2020-07-10,9278.8078672,16860035604.804,171001933826.989
Bitcoin,BTC,2020-07-11,9240.34632654,13249910444.0746,170302234777.528
Bitcoin,BTC,2020-07-12,9276.49985018,14452361906.8128,170977422928.131
Bitcoin,BTC,2020-07-13,9243.61385509,17519821266.4821,170379677119.097
Bitcoin,BTC,2020-07-14,9243.21341642,18085038362.4529,170380670524.821
Bitcoin,BTC,2020-07-15,9192.83736784,15844731575.2007,169460074575.96
Bitcoin,BTC,2020-07-16,9132.22786293,15713967522.662,168350501976.25
Bitcoin,BTC,2020-07-17,9151.39223963,13944570749.4994,168710427573.953
Bitcoin,BTC,2020-07-18,9159.03990531,12252601474.7851,168858972268.985
Bitcoin,BTC,2020-07-19,9185.81691242,12939002784.0054,169360219986.106
Bitcoin,BTC,2020-07-20,9164.2313647,13755604145.7171,168970262858.503
Bitcoin,BTC,2020-07-21,9374.88752808,18069581955.5535,172861732402.087
Bitcoin,BTC,2020-07-22,9525.36344997,16532254884.4441,175644844408.412
Bitcoin,BTC,2020-07-23,9581.07201141,18146399001.7048,176680237480.007
Bitcoin,BTC,2020-07-24,9536.89268563,16552768324.6558,175875016548.431
Bitcoin,BTC,2020-07-25,9677.11349729,16610070932.7937,178469614078.301
Bitcoin,BTC,2020-07-26,9905.16724705,20507998996.6863,182685328095.43
Bitcoin,BTC,2020-07-27,10990.8733998,35359749590.1205,202719581736.842
Bitcoin,BTC,2020-07-28,10912.8230505,28766551141.779,201290022192.811
Bitcoin,BTC,2020-07-29,11100.4681253,24617249714.5052,204761455132.909
Bitcoin,BTC,2020-07-30,11111.2142899,22857247900.667,204969047788.0
Bitcoin,BTC,2020-07-31,11323.4664207,23160469766.3921,208895308529.074
Bitcoin,BTC,2020-08-01,11759.5927707,26075670302.7985,216950669097.909
Bitcoin,BTC,2020-08-02,11053.613901,27410067336.0208,203936136729.627
Bitcoin,BTC,2020-08-03,11246.3487749,20271713443.2596,207503423455.952
Bitcoin,BTC,2020-08-04,11205.8929179,21250197042.2032,206767135617.319
Bitcoin,BTC,2020-08-05,11747.0228312,24411254471.1224,216761492405.85
Bitcoin,BTC,2020-08-06,11779.7732574,23400740340.1344,217377233001.076
Bitcoin,BTC,2020-08-07,11601.4727146,23132312867.154,214097928027.496
Bitcoin,BTC,2020-08-08,11754.0458135,17572057837.4054,216924147850.741
Bitcoin,BTC,2020-08-09,11675.7393433,17489608833.2939,215490364254.781
Bitcoin,BTC,2020-08-10,11878.1113253,26114112569.4156,219235405395.415
Bitcoin,BTC,2020-08-11,11410.5256775,27039782639.9113,210616121944.733
Bitcoin,BTC,2020-08-12,11584.9345762,25064548486.4884,213846666475.048
Bitcoin,BTC,2020-08-13,11784.1373895,27522199497.2324,217534728412.949
Bitcoin,BTC,2020-08-14,11768.8706193,24237958589.0645,217265120502.897
Bitcoin,BTC,2020-08-15,11865.69857,23354924400.3362,219064372745.259
Bitcoin,BTC,2020-08-16,11892.8040631,20583375490.1685,219576092170.359
Bitcoin,BTC,2020-08-17,12254.4019083,28227687026.7691,226261747567.102
Bitcoin,BTC,2020-08-18,11991.2332456,26043227671.8792,221413097553.274
Bitcoin,BTC,2020-08-19,11758.2835921,24502851117.2582,217122068305.445
Bitcoin,BTC,2020-08-20,11878.3716211,20175242944.6744,219350310325.759
Bitcoin,BTC,2020-08-21,11592.4890449,23762425998.9504,214082401860.976
Bitcoin,BTC,2020-08-22,11681.8255623,20224191305.9585,215742068894.983
Bitcoin,BTC,2020-08-23,11664.8479948,18482062657.8012,215439967321.336
Bitcoin,BTC,2020-08-24,11774.5958414,20681511754.5735,217477962650.242
Bitcoin,BTC,2020-08-25,11366.1350817,26301509931.9274,209942744480.573
Bitcoin,BTC,2020-08-26,11488.3634896,22466660957.6266,212210534428.287
Bitcoin,BTC,2020-08-27,11323.3970324,23240415075.9787,209172436816.551
Bitcoin,BTC,2020-08-28,11542.4997333,19807127587.5076,213231661583.088
Bitcoin,BTC,2020-08-29,11506.8653177,17485597759.1377,212583870983.482
Bitcoin,BTC,2020-08-30,11711.506161,19760127944.6617,216373660045.36
Bitcoin,BTC,2020-08-31,11680.8204905,22285928250.3117,215817677821.857
Bitcoin,BTC,2020-09-01,11970.4787405,27311555343.111,221181001606.839
Bitcoin,BTC,2020-09-02,11414.0337325,28037405298.8447,210909793680.913
Bitcoin,BTC,2020-09-03,10245.296686,31927261554.7735,189322069063.343
Bitcoin,BTC,2020-09-04,10511.8138807,29965130373.7473,194255818703.632
Bitcoin,BTC,2020-09-05,10169.567221,44916565291.5468,187940141275.803
Bitcoin,BTC,2020-09-06,10280.3517032,37071460174.4703,189997214393.289
Bitcoin,BTC,2020-09-07,10369.5637386,33703098409.3065,191657203885.383
